/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/languages;/m/03_9r;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/country_of_origin;/m/03_3d;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;6.9180017;4;3.8979222178184587;1.0607211589813232
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/languages;/m/03_9r;/m/08cl7s;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/0392kz;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.311325;5;4.855823378219201;1.0622010231018066
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/0392kz;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/country_of_origin;/m/03_3d;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.411307;4;3.8430426117049015;1.062462568283081
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/languages;/m/03_9r;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/genre;/m/02kdv5l;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.33633;2;1.8527105009363831;1.0652995109558105
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/languages;/m/03_9r;/m/08cl7s;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01wphh2;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.659532;4;3.807340003145673;1.0692672729492188
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/languages;/m/03_9r;/m/08cl7s;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01rddlc;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.6730695;3;2.8052256012787593;1.0622007846832275
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/genre;/m/02kdv5l;/m/08cl7s;/tv/tv_program/country_of_origin;/m/03_3d;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.5437756;2;1.8247077424109404;1.0610790252685547
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01wphh2;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/country_of_origin;/m/03_3d;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.8056726;4;3.7835842670285613;1.062392234802246
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01rddlc;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/country_of_origin;/m/03_3d;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.792265;3;2.7858492994573014;1.066331386566162
/m/08cl7s;/tv/tv_program/genre;/m/0hcr;/m/08cl7s;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/0392kz;/m/08cl7s;/tv/tv_program/genre;/m/03k9fj;/m/08cl7s;/tv/tv_program/genre;/m/02kdv5l;/m/08cl7s;/tv/tv_program/genre;/m/0jxy;7.1340194;1;9.09235;1;7.8039007;2;1.783884599331431;1.0694153308868408
