00873603;_also_see;00884778;04836074;_derivationally_related_form;00884778;-28.680095057203268
00873603;_also_see;00884778;14050143;_derivationally_related_form;00873603;-2.1301069244660957
00873603;_also_see;00884778;00884778;_also_see;00873603;-1.021358873491813
00873603;_also_see;00884778;00808191;_also_see;00873603;-2.8780673142810476
00873603;_also_see;00884778;02278939;_also_see;00873603;-5.578392597926674
00873603;_also_see;00884778;05035961;_derivationally_related_form;00873603;-3.976354532244798
00873603;_also_see;00884778;00804695;_also_see;00873603;-0.3042481960667648
01460421;_also_see;01244410;00996448;_also_see;01244410;-0.33005908926731564
01460421;_also_see;01244410;02510879;_also_see;01244410;7.969799611159418
01460421;_also_see;01244410;07547805;_derivationally_related_form;01244410;-0.4148115658017195
01460421;_also_see;01244410;00082241;_also_see;01244410;-1.0132132570196501
01460421;_also_see;01244410;01076793;_also_see;01244410;-3.9334303310811034
01460421;_also_see;01244410;04781755;_derivationally_related_form;01460421;-0.7318439111356163
01460421;_also_see;01244410;01244410;_also_see;01460421;-1.0255458698230617
01460421;_also_see;01244410;01624633;_also_see;01460421;77.41385674479923
02464693;_also_see;00724081;04670022;_derivationally_related_form;00724081;-392.6068650550099
02464693;_also_see;00724081;13929852;_derivationally_related_form;02464693;8.422530708635678
02464693;_also_see;00724081;00958880;_also_see;02464693;0.17338818411481316
02464693;_also_see;00724081;04895246;_derivationally_related_form;02464693;-1.6030408335122979
02464693;_also_see;00724081;01996377;_also_see;02464693;-0.5550994160099061
02464693;_also_see;00724081;05943066;_derivationally_related_form;02464693;-0.5006515579841503
02464693;_also_see;00724081;04668819;_derivationally_related_form;02464693;2.425644707830361
02464693;_also_see;00724081;00724081;_also_see;02464693;-1.0146921249554626
02464693;_also_see;00724081;01222360;_also_see;02464693;-1.6219945651016956
00289082;_also_see;01752167;14462666;_derivationally_related_form;01752167;54.166429031410104
00289082;_also_see;01752167;01752167;_also_see;00289082;-1.0423278217985623
00289082;_also_see;01752167;02274253;_also_see;00289082;0.2487282756766973
01931768;_derivationally_related_form;00815173;00314469;_has_part;00815173;46.727500860821465
01931768;_derivationally_related_form;00815173;01841471;_hypernym;01931768;-2.7353751813603786
01931768;_derivationally_related_form;00815173;01934205;_hypernym;01931768;-0.4325852025720831
01931768;_derivationally_related_form;00815173;10169796;_derivationally_related_form;01931768;0.07393742190303931
01931768;_derivationally_related_form;00815173;08680888;_derivationally_related_form;01931768;-1.2529326681249455
01931768;_derivationally_related_form;00815173;01841591;_hypernym;01931768;1.7069077503897276
01931768;_derivationally_related_form;00815173;01932834;_hypernym;01931768;-2.1666137172173188
01931768;_derivationally_related_form;00815173;10741821;_derivationally_related_form;01931768;-0.6624990982456528
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;-1.0107029634011278
01931768;_derivationally_related_form;00815173;07372779;_derivationally_related_form;01931768;-1.0205061129859359
01931768;_derivationally_related_form;00815173;08482271;_derivationally_related_form;01931768;-2.9575373124097015
01931768;_derivationally_related_form;00815173;01934427;_hypernym;01931768;0.20437116264540423
01931768;_derivationally_related_form;00815173;01142519;_derivationally_related_form;01931768;-1.8062294743295741
01931768;_derivationally_related_form;00815173;10290422;_derivationally_related_form;01931768;-0.2278306922675063
01931768;_derivationally_related_form;00815173;01932704;_hypernym;01931768;-3.7452074624212197
01931768;_derivationally_related_form;00815173;00556313;_derivationally_related_form;01931768;3.3607780983162705
01931768;_derivationally_related_form;00815173;01144876;_derivationally_related_form;01931768;-2.318533873109267
01931768;_derivationally_related_form;00815173;01933093;_hypernym;01931768;-0.5720999880973268
01931768;_derivationally_related_form;00815173;01932951;_hypernym;01931768;-1.6397073420858521
01931768;_derivationally_related_form;00815173;01933305;_hypernym;01931768;-0.8755859508380031
01931768;_derivationally_related_form;00815173;01932586;_hypernym;01931768;-2.3830099160465545
00366691;_derivationally_related_form;04975340;00574735;_derivationally_related_form;04975340;-70.21287644238946
00366691;_derivationally_related_form;04975340;04975122;_derivationally_related_form;00366691;10.084504129186561
00366691;_derivationally_related_form;04975340;04975340;_derivationally_related_form;00366691;-1.1646729187427236
00201407;_derivationally_related_form;00751145;00751779;_hypernym;00751145;-4.365193990812957
00201407;_derivationally_related_form;00751145;00751944;_hypernym;00751145;10.173934424114188
00201407;_derivationally_related_form;00751145;00751529;_hypernym;00751145;44.76754179409652
00201407;_derivationally_related_form;00751145;00202236;_derivationally_related_form;00751145;-3.4634995267159256
00201407;_derivationally_related_form;00751145;02576921;_derivationally_related_form;00751145;-13.722261299641257
00201407;_derivationally_related_form;00751145;00752431;_hypernym;00751145;-41.64764982609722
00201407;_derivationally_related_form;00751145;06722186;_derivationally_related_form;00201407;-3.687490136640019
00201407;_derivationally_related_form;00751145;10076957;_derivationally_related_form;00201407;-3.5027464756023416
00201407;_derivationally_related_form;00751145;01068184;_derivationally_related_form;00201407;-3.530390275668158
00201407;_derivationally_related_form;00751145;00751145;_derivationally_related_form;00201407;-1.0683895127680278
00514871;_derivationally_related_form;00248063;00243918;_has_part;00248063;-30.497507738411358
00514871;_derivationally_related_form;00248063;15068436;_derivationally_related_form;00514871;10.214345959082477
00514871;_derivationally_related_form;00248063;02446651;_derivationally_related_form;00514871;-9.747994104748786
00514871;_derivationally_related_form;00248063;00248063;_derivationally_related_form;00514871;-1.0438682418483523
02771320;_derivationally_related_form;14215331;14217897;_hypernym;14215331;81.7399750971658
02771320;_derivationally_related_form;14215331;14138691;_derivationally_related_form;02771320;10.277542883003896
02771320;_derivationally_related_form;14215331;07996412;_derivationally_related_form;02771320;-27.251670093996868
02771320;_derivationally_related_form;14215331;14215331;_derivationally_related_form;02771320;-1.0172295083380325
03047941;_derivationally_related_form;02724126;02724126;_derivationally_related_form;03047941;-1.0432186354903754
00654625;_derivationally_related_form;08239808;00739662;_derivationally_related_form;08239808;-5.813977648813688
00654625;_derivationally_related_form;08239808;00652622;_hypernym;00654625;8.727116360674831
00654625;_derivationally_related_form;08239808;00368109;_hypernym;00654625;1.9322378153123934
00654625;_derivationally_related_form;08239808;07974025;_derivationally_related_form;00654625;-1.874017288169327
00654625;_derivationally_related_form;08239808;09926862;_derivationally_related_form;00654625;-11.523569415770549
00654625;_derivationally_related_form;08239808;05732756;_derivationally_related_form;00654625;-1.4170659426774723
00654625;_derivationally_related_form;08239808;00657550;_hypernym;00654625;3.0310574056595962
00654625;_derivationally_related_form;08239808;00655792;_hypernym;00654625;18.441060139386583
00654625;_derivationally_related_form;08239808;08103777;_derivationally_related_form;00654625;-1.5605310723539452
00654625;_derivationally_related_form;08239808;00655378;_hypernym;00654625;-0.5811136255548125
00654625;_derivationally_related_form;08239808;05839024;_derivationally_related_form;00654625;3.8669834309036135
00654625;_derivationally_related_form;08239808;07997703;_derivationally_related_form;00654625;1.034395020749865
00654625;_derivationally_related_form;08239808;08239808;_derivationally_related_form;00654625;-1.0633892326026846
00654625;_derivationally_related_form;08239808;00655987;_hypernym;00654625;-0.24469963838767317
00654625;_derivationally_related_form;08239808;01012712;_derivationally_related_form;00654625;-0.42744790585266124
00654625;_derivationally_related_form;08239808;01016832;_derivationally_related_form;00654625;-0.1679385260775813
00654625;_derivationally_related_form;08239808;07939638;_derivationally_related_form;00654625;-4.671241600886104
00654625;_derivationally_related_form;08239808;03018802;_derivationally_related_form;00654625;-1.7111464695748357
00654625;_derivationally_related_form;08239808;04261116;_derivationally_related_form;00654625;-0.5789856882886673
00654625;_derivationally_related_form;08239808;00656576;_hypernym;00654625;-1.0358423626398223
00654625;_derivationally_related_form;08239808;02731632;_hypernym;00654625;-5.482608025908839
01747945;_derivationally_related_form;06678302;01745722;_derivationally_related_form;06678302;36.766730939985386
01747945;_derivationally_related_form;06678302;06677302;_derivationally_related_form;01747945;-1.231426940901622
