00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_also_see;01926376;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;9.630138;2;1.8556673905704661
00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_also_see;01926376;00464962;_derivationally_related_form;06608977;10.202566;1;11.4099;1;9.634794;2;1.855091438587268
00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_also_see;01926376;01926376;_also_see;00464962;10.202566;1;11.4099;1;8.419995;2;1.9521159519910543
00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_also_see;01926376;00464962;_derivationally_related_form;14418103;10.202566;1;11.4099;1;9.641139;2;1.8543034819558977
00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_also_see;01926376;14418103;_derivationally_related_form;00464962;10.202566;1;11.4099;1;9.646637;2;1.8536178256813107
00464962;_also_see;01430847;00464962;_also_see;01926376;00464962;_derivationally_related_form;06608977;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;11.8609915;2;1.3891012201940653
00464962;_also_see;01430847;00464962;_also_see;01926376;01926376;_also_see;00464962;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;11.782866;1;0.4078245715248489
00464962;_also_see;01430847;00464962;_also_see;01926376;01926376;_also_see;00464962;00464962;_derivationally_related_form;06608977;10.202566;1;11.4099;1;11.786553;1;0.4069342437259266
00464962;_also_see;01430847;00464962;_also_see;01926376;00464962;_derivationally_related_form;14418103;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;11.940463;2;1.3703855041285382
00464962;_also_see;01430847;00464962;_also_see;01926376;06608977;_derivationally_related_form;00464962;14418103;_derivationally_related_form;00464962;10.202566;1;11.4099;1;11.938202;2;1.370912961609893
00464962;_also_see;01430847;00464962;_also_see;01926376;00464962;_derivationally_related_form;14418103;00464962;_derivationally_related_form;06608977;10.202566;1;11.4099;1;11.945366;2;1.369242889911662
00464962;_also_see;01430847;00464962;_also_see;01926376;01926376;_also_see;00464962;00464962;_derivationally_related_form;14418103;10.202566;1;11.4099;1;11.820801;1;0.3986960812481733
00464962;_also_see;01430847;00464962;_also_see;01926376;00464962;_derivationally_related_form;06608977;14418103;_derivationally_related_form;00464962;10.202566;1;11.4099;1;11.944748;2;1.3693868308964376
00464962;_also_see;01430847;00464962;_also_see;01926376;01926376;_also_see;00464962;14418103;_derivationally_related_form;00464962;10.202566;1;11.4099;1;11.822533;1;0.3982809593578858
00464962;_also_see;01430847;00464962;_also_see;01926376;00464962;_derivationally_related_form;14418103;14418103;_derivationally_related_form;00464962;10.202566;1;11.4099;1;11.893104;2;1.381495859697747
00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_derivationally_related_form;06608977;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;9.550838;1;0.8651874905349732
00464962;_also_see;01430847;01430847;_also_see;00464962;01926376;_also_see;00464962;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;9.642369;1;0.8541502884228374
00464962;_also_see;01430847;01430847;_also_see;00464962;01926376;_also_see;00464962;00464962;_derivationally_related_form;06608977;10.202566;1;11.4099;1;9.644593;1;0.8538730135507844
00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_derivationally_related_form;14418103;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;9.732176;1;0.8426029006276622
00464962;_also_see;01430847;01430847;_also_see;00464962;06608977;_derivationally_related_form;00464962;14418103;_derivationally_related_form;00464962;10.202566;1;11.4099;1;9.732772;1;0.8425238348656706
00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_derivationally_related_form;14418103;00464962;_derivationally_related_form;06608977;10.202566;1;11.4099;1;9.736131;1;0.8420776796320892
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_hypernym;01641914;01642437;_derivationally_related_form;10434725;9.890325;1;12.179141;1;9.940545;2;1.9036622966054413
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01641914;_hyponym;01642437;01642437;_derivationally_related_form;10434725;9.890325;1;12.179141;1;9.946334;2;1.9031571632740332
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_derivationally_related_form;10434725;01642437;_hyponym;01645421;9.890325;1;12.179141;1;9.976207;2;1.9005126995674029
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_derivationally_related_form;10434725;01645421;_hypernym;01642437;9.890325;1;12.179141;1;9.976147;2;1.9005180821124599
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_derivationally_related_form;10434725;10434725;_derivationally_related_form;01642437;9.890325;1;12.179141;1;9.042723;2;1.9583702185986418
01642437;_derivationally_related_form;00240184;01642437;_hypernym;01641914;01641914;_hyponym;01642437;01642437;_derivationally_related_form;10434725;9.890325;1;12.179141;1;12.591099;2;1.3984427846708567
01642437;_derivationally_related_form;00240184;01642437;_hypernym;01641914;01642437;_derivationally_related_form;10434725;01642437;_hyponym;01645421;9.890325;1;12.179141;1;12.785581;2;1.3528718026349686
01642437;_derivationally_related_form;00240184;01642437;_hypernym;01641914;01642437;_derivationally_related_form;10434725;01645421;_hypernym;01642437;9.890325;1;12.179141;1;12.785572;2;1.3528737626094838
01642437;_derivationally_related_form;00240184;01641914;_hyponym;01642437;01642437;_derivationally_related_form;10434725;01642437;_hyponym;01645421;9.890325;1;12.179141;1;12.787344;2;1.352469241811797
01642437;_derivationally_related_form;00240184;01641914;_hyponym;01642437;01642437;_derivationally_related_form;10434725;01645421;_hypernym;01642437;9.890325;1;12.179141;1;12.787414;2;1.3524533526819917
01642437;_derivationally_related_form;00240184;01642437;_derivationally_related_form;10434725;01642437;_hyponym;01645421;01645421;_hypernym;01642437;9.890325;1;12.179141;1;12.618663;1;0.39185492312813164
01642437;_derivationally_related_form;00240184;01642437;_hypernym;01641914;01642437;_derivationally_related_form;10434725;10434725;_derivationally_related_form;01642437;9.890325;1;12.179141;1;12.7225895;1;0.36738575059379996
01642437;_derivationally_related_form;00240184;01641914;_hyponym;01642437;01642437;_derivationally_related_form;10434725;10434725;_derivationally_related_form;01642437;9.890325;1;12.179141;1;12.725318;1;0.36675184900636676
01642437;_derivationally_related_form;00240184;01642437;_derivationally_related_form;10434725;10434725;_derivationally_related_form;01642437;01642437;_hyponym;01645421;9.890325;1;12.179141;1;12.695076;1;0.3738032699473918
01642437;_derivationally_related_form;00240184;01642437;_derivationally_related_form;10434725;10434725;_derivationally_related_form;01642437;01645421;_hypernym;01642437;9.890325;1;12.179141;1;12.695325;1;0.3737450085573938
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_hypernym;01641914;01641914;_hyponym;01642437;9.890325;1;12.179141;1;9.522041;1;0.9344472321041231
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_hypernym;01641914;01642437;_hyponym;01645421;9.890325;1;12.179141;1;10.097414;1;0.88911441537614
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_hypernym;01641914;01645421;_hypernym;01642437;9.890325;1;12.179141;1;10.098292;1;0.8890277908471116
00900070;_derivationally_related_form;00836236;00836236;_derivationally_related_form;00900070;00900070;_hypernym;00899927;00899927;_hyponym;00900070;10.878998;1;12.961046;1;-0.00081887597;33801;33800.999997651816
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;06733939;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;11.119757;4;3.456894143919315
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06643408;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;11.131609;4;3.453954636897319
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;06733939;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06643408;10.392114;1;10.946904;1;11.15715;4;3.4476312429995914
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;06733939;01015244;_derivationally_related_form;06643408;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;11.168643;4;3.444791319854559
01015244;_derivationally_related_form;05823932;05823932;_derivationally_related_form;01015244;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;9.502343;3;2.809159955643146
01015244;_derivationally_related_form;05823932;05823932;_derivationally_related_form;01015244;01015244;_derivationally_related_form;06733939;01015244;_derivationally_related_form;10703905;10.392114;1;10.946904;1;9.514011;3;2.8073516472951474
01015244;_derivationally_related_form;05823932;05823932;_derivationally_related_form;01015244;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06643408;10.392114;1;10.946904;1;9.548958;3;2.80185780429902
01015244;_derivationally_related_form;05823932;05823932;_derivationally_related_form;01015244;01015244;_derivationally_related_form;06733939;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;9.567947;3;2.798823404654059
01015244;_derivationally_related_form;05823932;05823932;_derivationally_related_form;01015244;01015244;_derivationally_related_form;06643408;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;9.581795;3;2.7965888613759287
01015244;_derivationally_related_form;05823932;05823932;_derivationally_related_form;01015244;01015244;_derivationally_related_form;06733939;01015244;_derivationally_related_form;06643408;10.392114;1;10.946904;1;9.604167;3;2.792939712261066
01015244;_derivationally_related_form;05823932;01015244;_hypernym;00831651;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;10.982814;3;2.4910235513983476
01015244;_derivationally_related_form;05823932;00831651;_hyponym;01015244;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06648207;10.392114;1;10.946904;1;10.980806;3;2.491525269623536
