/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/016ywr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/016ywr;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/016ywr;7.334107;4.893773;20;13.0742855;8.3843155;25;13.138798;11.154973;4;10.851665258407593;0.8776427785101129;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/06s1qy;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/06s1qy;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/06s1qy;7.5220146;-0.19639993;223;11.889735;2.6823719;158;11.3545065;7.280664;25;3.7926206588745117;0.8480381731581116;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/04g9sq;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/04g9sq;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/04g9sq;4.8939877;-0.6451305;400;7.813723;0.6052364;323;6.782152;5.6760826;4;7.09761118888855;0.9906927617626304;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/07g1sm;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/07g1sm;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/07g1sm;5.3510604;0.9296338;132;6.7536426;0.26376992;242;6.641109;3.6533847;29;14.507587194442749;0.8841627206264546;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/02q8x4x;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/02q8x4x;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/02q8x4x;4.5515504;-3.8619974;9050;4.620772;-4.6717877;14875;4.0489287;1.3317664;152;3.7342689037323;0.9898485738573567;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/0crs0b8;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/0crs0b8;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/0crs0b8;3.5512657;-0.7282849;281;4.855074;-0.15913408;258;5.4727254;4.2706385;4;6.983798027038574;0.9883264462990882;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01wd9vs;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01wd9vs;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01wd9vs;7.0145555;0.9857316;167;11.34724;2.889038;235;10.797166;7.3510222;25;7.079351425170898;0.8978237965755229;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/013q0p;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/013q0p;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/013q0p;5.328386;-0.17628744;240;5.1610546;-0.6976647;985;5.5545406;3.378317;12;7.127016067504883;0.9888155409298224;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/09s02;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/09s02;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/09s02;3.8787587;-2.108429;955;3.5617974;-1.8966331;14895;9.874787;9.874787;1;3.3815958499908447;0.9999999994815664;0.946533019564986
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01p79b;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01p79b;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01p79b;3.5730789;-0.5824402;232;3.3089964;0.38254306;211;5.8167653;5.8167653;1;3.753248691558838;0.9999794044491964;0.946533019564986
