billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;11.186905;1;15.006283;1;14.591389;1;0.6022608105477036;21.402709245681763
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;diedin;brentwood_california;11.186905;1;15.006283;1;15.072966;1;0.4833354706928815;3.0986850261688232
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;sea_raiders;11.186905;1;15.006283;1;14.919212;2;1.5217538745159724;3.098830461502075
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;wasbornin;new_york_city;11.186905;1;15.006283;1;14.461843;1;0.6328447316903953;3.0980653762817383
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;junior_g-men_of_the_air;11.186905;1;15.006283;1;15.193443;2;1.4533459847237964;3.0986502170562744
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;the_angels_wash_their_faces;11.186905;1;15.006283;1;14.36063;2;1.6560301569785443;3.097304344177246
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;on_dress_parade;11.186905;1;15.006283;1;14.922348;2;1.5209713853946445;3.0962090492248535
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;crime_school;11.186905;1;15.006283;1;14.187969;2;1.6938782466928608;3.096444845199585
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;sky_raiders;11.186905;1;15.006283;1;15.349082;2;1.415129681794745;3.0960958003997803
billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;junior_g-men_(serial);11.186905;1;15.006283;1;14.940891;2;1.5163420622523325;3.0971529483795166
laotian_civil_war;happenedin;north_vietnam;north_vietnam;participatedin;laotian_civil_war;9.956257;1;13.460435;1;13.089233;1;0.5917492749288754;22.000994443893433
laotian_civil_war;happenedin;north_vietnam;thailand;participatedin;laotian_civil_war;9.956257;1;13.460435;1;13.57523;1;0.47133279127059874;3.1438963413238525
laotian_civil_war;happenedin;north_vietnam;china;participatedin;laotian_civil_war;9.956257;1;13.460435;1;13.532791;1;0.4819188318439505;3.141981601715088
laotian_civil_war;happenedin;north_vietnam;laotian_civil_war;happenedin;kingdom_of_laos;9.956257;1;13.460435;1;13.445146;2;1.5038222522020506;3.1433305740356445
laotian_civil_war;happenedin;north_vietnam;kingdom_of_laos;participatedin;laotian_civil_war;9.956257;1;13.460435;1;13.4877205;1;0.49317902921397666;3.141761541366577
laotian_civil_war;happenedin;north_vietnam;south_vietnam;participatedin;laotian_civil_war;9.956257;1;13.460435;1;13.65374;1;0.4518236691579747;3.143498659133911
laotian_civil_war;happenedin;north_vietnam;pathet_lao;participatedin;laotian_civil_war;9.956257;1;13.460435;1;13.04143;1;0.6032449966482806;3.1413886547088623
laotian_civil_war;happenedin;north_vietnam;laotian_civil_war;happenedin;thailand;9.956257;1;13.460435;1;13.562224;1;0.4745745805248675;3.1423776149749756
laotian_civil_war;happenedin;north_vietnam;laotian_civil_war;happenedin;south_vietnam;9.956257;1;13.460435;1;12.667872;2;1.688381280746417;3.142005443572998
laotian_civil_war;happenedin;north_vietnam;soviet_union;participatedin;laotian_civil_war;9.956257;1;13.460435;1;13.540142;1;0.48008375683218785;3.143176555633545
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;hasgender;female;9.098929;1;15.591634;1;16.042767;1;0.389091472577943;20.94775891304016
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;wasbornin;new_york_city;9.098929;1;15.591634;1;15.717425;1;0.4685935150744483;3.089076280593872
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;iscitizenof;united_states;9.098929;1;15.591634;1;15.5157795;1;0.5189544877550929;3.089200019836426
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;graduatedfrom;university_of_illinois_at_urbana–champaign;9.098929;1;15.591634;1;15.561952;1;0.5074199950937361;3.0890755653381348
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;diedin;new_york_city;9.098929;1;15.591634;1;15.586532;1;0.5012755366311291;3.088886022567749
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;haswonprize;dickson_prize;9.098929;1;15.591634;1;14.987578;1;0.6465835699002852;3.089175224304199
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;haswonprize;nobel_prize_in_physiology_or_medicine;9.098929;1;15.591634;1;12.919373;1;0.9353698648534245;3.0887815952301025
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;haswonprize;national_medal_of_science;9.098929;1;15.591634;1;14.714082;2;1.70631468536884;3.1242387294769287
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;graduatedfrom;hunter_college;9.098929;1;15.591634;1;15.79392;1;0.44960030225689296;3.125530958175659
rekha;haswonprize;filmfare_awards;rekha;actedin;alaap;9.7157755;1;13.706172;1;13.70789;1;0.49957060824459826;22.136236667633057
rekha;haswonprize;filmfare_awards;rekha;actedin;namak_haraam;9.7157755;1;13.706172;1;13.818641;1;0.47191242103657927;3.342390775680542
rekha;haswonprize;filmfare_awards;rekha;actedin;muqaddar_ka_sikandar;9.7157755;1;13.706172;1;13.726962;1;0.4948026621772619;3.3501172065734863
rekha;haswonprize;filmfare_awards;rekha;actedin;lajja_(film);9.7157755;1;13.706172;1;13.602615;1;0.5258660468067516;3.3584039211273193
rekha;haswonprize;filmfare_awards;rekha;actedin;silsila_(film);9.7157755;1;13.706172;1;13.67959;1;0.5066450497826571;3.3590593338012695
